"LEVEL"|"ENV"|"COID"|"PART NUMBER"|"PART VERSION"|"MATURITY"|"DESCRIPTION"|"TYPE"|"LINK"|"SOURCE"|"CHILD ENV"|"CHILD COID"|"CHILD PART NUMBER"|"CHILD PART VERSION"|"CHILD MATURITY"|"CHILD DESCRIPTION"|"CHILD TYPE"
"6"|"DESIGN"|"3D3DC0271B0434E4"|"AKD0002590128"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40052A6224A3868"|"DTR0021158630"|"'--A"|"RELEASED"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"MASTER"
"6"|"DESIGN"|"3D3DC0271B0434E4"|"AKD0002590128"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40052A6224A3868"|"DTR0021158630"|"'--A"|"RELEASED"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"MASTER"
"6"|"DESIGN"|"3D3DC0271B0434E4"|"AKD0002590128"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"E40052A6224A3868"|"DTR0021158630"|"'--A"|"RELEASED"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"MASTER"
"6"|"DEFINITN"|"0D007BF75B7047E1"|"AKD0002590128"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO ASSY"|"HAS LINKS"|"REGULAR"|"COMMERCE"|"F40052A6224A3868"|"DTR0021158630"|"'--A"|"USEABLE"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"BOUGHT"
"7"|"COMMERCE"|"F40052A6224A3868"|"DTR0021158630"|"'--A"|"USEABLE"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"E40052A6224A3868"|"DTR0021158630"|"'--A"|"RELEASED"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"MASTER"
"8"|"DESIGN"|"E40052A6224A3868"|"DTR0021158630"|"'--A"|"RELEASED"|"BLIND RIVET NUT EFHB M6 1.5-3.5"|"MASTER"|"NO LINKS"
"5"|"DEFINITN"|"0D007BF7848010DE"|"AKD0002590130"|"'--A"|"RELEASED"|"WIRING GROMMET"|"DITTO ASSY"|"HAS LINKS"|"REGULAR"|"COMMERCE"|"F40002260C563868"|"DTR0000550274"|"'--A"|"USEABLE"|"GROMMET1X 5-16MMKEL-SCDP-RW 25"|"BOUGHT"
"6"|"COMMERCE"|"F40002260C563868"|"DTR0000550274"|"'--A"|"USEABLE"|"GROMMET1X 5-16MMKEL-SCDP-RW 25"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"0D006C5CE7B83304"|"DTR0000550274"|"'--A"|"RELEASED"|"GROMMET1X 5-16MMKEL-SCDP-RW 25"|"MASTER"
"6"|"COMMERCE"|"F40002260C563868"|"DTR0000550274"|"'--A"|"USEABLE"|"GROMMET1X 5-16MMKEL-SCDP-RW 25"|"BOUGHT"|"HAS LINKS"|"REGULAR"|"DESIGN"|"840042A277A87EEC"|"DTR0000550274"|"'--B"|"RELEASED"|"GROMMET1X 5-16MMKEL-SCDP-RW 25"|"MASTER"
"7"|"DESIGN"|"840042A277A87EEC"|"DTR0000550274"|"'--B"|"RELEASED"|"GROMMET1X 5-16MMKEL-SCDP-RW 25"|"MASTER"|"NO LINKS"
"7"|"DESIGN"|"0D006C5CE7B83304"|"DTR0000550274"|"'--A"|"RELEASED"|"GROMMET1X 5-16MMKEL-SCDP-RW 25"|"MASTER"|"NO LINKS"
"5"|"DEFINITN"|"0D0000C5C0C05FD5"|"AKD0002590132"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO ASSY"|"HAS LINKS"|"REGULAR"|"COMMERCE"|"F40000712D4B3868"|"DTR0000113815"|"'--A"|"USEABLE"|"RIVET PHCE 4.8X9.5 - 3.5-5"|"BOUGHT"
"4"|"FOLDERS"|"3D3DC02F1FB24D33"|"AK00002591118"|"'--A"|"WORKING"|"RESERVE"|"DESIGN"|"NO LINKS"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CDAA2AB9"|"DTR0000521210"|"'--B"|"RELEASED"|"SCREW H M6X16 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"84003DDF2FAA5929"|"DTR0000606823"|"'--A"|"RELEASED"|"WASHER FLAT M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05C9"|"DTR0009907289"|"'--D"|"RELEASED"|"WASHER CS S M6 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"84003DDF2FAA5929"|"DTR0000606823"|"'--A"|"RELEASED"|"WASHER FLAT M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"84003DDF2FAA5929"|"DTR0000606823"|"'--A"|"RELEASED"|"WASHER FLAT M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"84003DDF2FAA5929"|"DTR0000606823"|"'--A"|"RELEASED"|"WASHER FLAT M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"84003DDF2FAA5929"|"DTR0000606823"|"'--A"|"RELEASED"|"WASHER FLAT M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"84003DDF2FAA5929"|"DTR0000606823"|"'--A"|"RELEASED"|"WASHER FLAT M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"84003DDF2FAA5929"|"DTR0000606823"|"'--A"|"RELEASED"|"WASHER FLAT M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"84003DDF2FAA5929"|"DTR0000606823"|"'--A"|"RELEASED"|"WASHER FLAT M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05C9"|"DTR0009907289"|"'--D"|"RELEASED"|"WASHER CS S M6 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05C9"|"DTR0009907289"|"'--D"|"RELEASED"|"WASHER CS S M6 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05C9"|"DTR0009907289"|"'--D"|"RELEASED"|"WASHER CS S M6 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05C9"|"DTR0009907289"|"'--D"|"RELEASED"|"WASHER CS S M6 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05C9"|"DTR0009907289"|"'--D"|"RELEASED"|"WASHER CS S M6 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05C9"|"DTR0009907289"|"'--D"|"RELEASED"|"WASHER CS S M6 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05C9"|"DTR0009907289"|"'--D"|"RELEASED"|"WASHER CS S M6 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CDAA2AB9"|"DTR0000521210"|"'--B"|"RELEASED"|"SCREW H M6X16 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CDAA2AB9"|"DTR0000521210"|"'--B"|"RELEASED"|"SCREW H M6X16 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CDAA2AB9"|"DTR0000521210"|"'--B"|"RELEASED"|"SCREW H M6X16 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CDAA2AB9"|"DTR0000521210"|"'--B"|"RELEASED"|"SCREW H M6X16 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CDAA2AB9"|"DTR0000521210"|"'--B"|"RELEASED"|"SCREW H M6X16 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CDAA2AB9"|"DTR0000521210"|"'--B"|"RELEASED"|"SCREW H M6X16 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CDAA2AB9"|"DTR0000521210"|"'--B"|"RELEASED"|"SCREW H M6X16 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00002E88DA7635D7"|"DTR0009909046"|"'--C"|"RELEASED"|"SCREW HSF M4X12"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00002E88DA7635D7"|"DTR0009909046"|"'--C"|"RELEASED"|"SCREW HSF M4X12"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00002E88DA7635D7"|"DTR0009909046"|"'--C"|"RELEASED"|"SCREW HSF M4X12"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00002E88DA7635D7"|"DTR0009909046"|"'--C"|"RELEASED"|"SCREW HSF M4X12"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFA5A79"|"DTR0009907044"|"'--E"|"RELEASED"|"WASHER PLAIN M M4 A2 - ISO 7089"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFA5A79"|"DTR0009907044"|"'--E"|"RELEASED"|"WASHER PLAIN M M4 A2 - ISO 7089"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFA5A79"|"DTR0009907044"|"'--E"|"RELEASED"|"WASHER PLAIN M M4 A2 - ISO 7089"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFA5A79"|"DTR0009907044"|"'--E"|"RELEASED"|"WASHER PLAIN M M4 A2 - ISO 7089"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00003776FEDA093F"|"DTR0009907769"|"'--F"|"RELEASED"|"NUT H M4"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00003776FEDA093F"|"DTR0009907769"|"'--F"|"RELEASED"|"NUT H M4"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00003776FEDA093F"|"DTR0009907769"|"'--F"|"RELEASED"|"NUT H M4"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"00003776FEDA093F"|"DTR0009907769"|"'--F"|"RELEASED"|"NUT H M4"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CDAA2AB9"|"DTR0000521210"|"'--B"|"RELEASED"|"SCREW H M6X16 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"84003DDF2FAA5929"|"DTR0000606823"|"'--A"|"RELEASED"|"WASHER FLAT M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05C9"|"DTR0009907289"|"'--D"|"RELEASED"|"WASHER CS S M6 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CDAA2AB9"|"DTR0000521210"|"'--B"|"RELEASED"|"SCREW H M6X16 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"84003DDF2FAA5929"|"DTR0000606823"|"'--A"|"RELEASED"|"WASHER FLAT M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05C9"|"DTR0009907289"|"'--D"|"RELEASED"|"WASHER CS S M6 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CDAA2AB9"|"DTR0000521210"|"'--B"|"RELEASED"|"SCREW H M6X16 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"84003DDF2FAA5929"|"DTR0000606823"|"'--A"|"RELEASED"|"WASHER FLAT M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05C9"|"DTR0009907289"|"'--D"|"RELEASED"|"WASHER CS S M6 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CDAA2AB9"|"DTR0000521210"|"'--B"|"RELEASED"|"SCREW H M6X16 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"84003DDF2FAA5929"|"DTR0000606823"|"'--A"|"RELEASED"|"WASHER FLAT M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000032BB9CFC05C9"|"DTR0009907289"|"'--D"|"RELEASED"|"WASHER CS S M6 ZN 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CD3E6FB9"|"DTR0000521212"|"'--B"|"RELEASED"|"SCREW H M6X20 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037CA0C6E0F36"|"DTR0000521206"|"'--B"|"RELEASED"|"WASHER CS M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CD3E6FB9"|"DTR0000521212"|"'--B"|"RELEASED"|"SCREW H M6X20 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CD3E6FB9"|"DTR0000521212"|"'--B"|"RELEASED"|"SCREW H M6X20 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CD3E6FB9"|"DTR0000521212"|"'--B"|"RELEASED"|"SCREW H M6X20 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037CA0C6E0F36"|"DTR0000521206"|"'--B"|"RELEASED"|"WASHER CS M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037BF786D5340"|"DTR0000521201"|"'--A"|"RELEASED"|"WASHER PLAIN L M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CD3E6FB9"|"DTR0000521212"|"'--B"|"RELEASED"|"SCREW H M6X20 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037CA0C6E0F36"|"DTR0000521206"|"'--B"|"RELEASED"|"WASHER CS M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037BF786D5340"|"DTR0000521201"|"'--A"|"RELEASED"|"WASHER PLAIN L M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037CA0C6E0F36"|"DTR0000521206"|"'--B"|"RELEASED"|"WASHER CS M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037BF786D5340"|"DTR0000521201"|"'--A"|"RELEASED"|"WASHER PLAIN L M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037CA0C6E0F36"|"DTR0000521206"|"'--B"|"RELEASED"|"WASHER CS M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037BF786D5340"|"DTR0000521201"|"'--A"|"RELEASED"|"WASHER PLAIN L M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037BF786D5340"|"DTR0000521201"|"'--A"|"RELEASED"|"WASHER PLAIN L M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037BF786D5340"|"DTR0000521201"|"'--A"|"RELEASED"|"WASHER PLAIN L M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037BF786D5340"|"DTR0000521201"|"'--A"|"RELEASED"|"WASHER PLAIN L M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037CA0C6E0F36"|"DTR0000521206"|"'--B"|"RELEASED"|"WASHER CS M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037CA0C6E0F36"|"DTR0000521206"|"'--B"|"RELEASED"|"WASHER CS M M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CD3E6FB9"|"DTR0000521212"|"'--B"|"RELEASED"|"SCREW H M6X20 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000038B1CD3E6FB9"|"DTR0000521212"|"'--B"|"RELEASED"|"SCREW H M6X20 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037BF786D5340"|"DTR0000521201"|"'--A"|"RELEASED"|"WASHER PLAIN L M6 ZNNI 0.15"|"MASTER"
"4"|"DESIGN"|"3D3DC0271B1A006A"|"AKD0002590136"|"'--A"|"RELEASED"|"MECANICAL FASTENING"|"DITTO"|"HAS LINKS"|"CATP CHILD"|"DESIGN"|"000037CA0C6E0F36"|"DTR0000521206"|"'--B"|"RELEASED"|"WASHER CS M M6 ZNNI 0.15"|"MASTER"
